link_id,a_node,b_node,mid_lat,mid_lon,free_flow_time,Congested_Time_Max,Delay_factor_Max,VOC_max
34022,593,591,40.07951705,-75.0828386,0.339806,0.5059383913514466,1.4889036431123834,0.9814715705320588
34023,590,593,40.07861905,-75.0837836,0.173088,0.2577113537790362,1.4889036431123834,0.9814715705320588
34024,593,590,40.07861905,-75.0837836,0.173088,0.3146618365343922,1.8179298191347304,1.5070293054670303
34025,585,10000068,40.076844449315075,-75.08290433561643,2.4310439999999995,2.4310439999999995,1.0,0.0
34026,10000068,585,40.076844449315075,-75.08290433561643,2.4310439999999995,2.4310439999999995,1.0,0.0
34027,586,10000068,40.077143449315074,-75.08261633561644,2.25336,2.25336,1.0,0.0
34028,10000068,586,40.077143449315074,-75.08261633561644,2.25336,2.25336,1.0,0.0
34029,587,10000068,40.076367749315075,-75.08282153561643,2.31978,2.31978,1.0,0.0
34030,10000068,587,40.076367749315075,-75.08282153561643,2.31978,2.31978,1.0,0.0
34031,588,10000068,40.077255349315074,-75.08334933561645,3.009606,3.009606,1.0,0.0
34032,10000068,588,40.077255349315074,-75.08334933561645,3.009606,3.009606,1.0,0.0
34033,590,10000068,40.07742094931507,-75.08233033561643,2.162196,2.162196,1.0,0.0
34034,10000068,590,40.07742094931507,-75.08233033561643,2.162196,2.162196,1.0,0.0
34035,591,10000068,40.078318949315076,-75.08138533561643,2.5273380000000003,2.5273380000000003,1.0,0.0
34036,10000068,591,40.078318949315076,-75.08138533561643,2.5273380000000003,2.5273380000000003,1.0,0.0
34037,592,10000068,40.07859994931508,-75.08105883561643,2.8041,2.8041,1.0,0.0
